12759099.3715,64083401804546518885657433370416562551872188641520212168933376.0000,968870802933543167477996699397927206912.0000,158037281597679174430817915666299832671587952845323352670208.0000,13269702657612131883225129664199224451685298277974016.0000,1295372165426345205805097530615899619328.0000,3536605844969793024.0000,12419650382832457728.0000,39730060350067400440372927660032.0000,39677627811614593303511375729808900096.0000,23828880754799458385920.0000,892688887203.6965,112643554746.2170
15304285.5383,586592394144685388454089769214319844655104.0000,672457875139919275531887724986368.0000,19536603891761766293194771504996428261564716301363215073280.0000,519539106411884975050085841585132626079231785304064.0000,72634434825417145285920558075591807467520.0000,2145176438150155776.0000,33851562945975700.0000,32488874305200636492150472704.0000,497471514981743699591074466743774609408.0000,143284685370291134660608.0000,21602025881.7538,44668524956.0241
67189667.4860,7649327680380543729592240639964788880230485923698049024.0000,6471037309402878813818534173486361675104812701581312.0000,3904648755461705651416764422304035132677675036923063995840824108244337232269279232.0000,3506986888577376149882351311503724446339489538028961553294978711552.0000,95511255974863215753836356825482199857881907396578639872.0000,2124491137081325056.0000,66852455595402559488.0000,23888967331507173956015723075893985280.0000,39559062301824448150050898967753770204629839428714496.0000,1297186955652541439747329791885312.0000,64540865219.7451,368170210713589.0625
206781.4730,298044766210851958332432419273112287182848.0000,938392568045122277595338343601668096.0000,9524451206803753673837323056701131071578952341389312.0000,2662622563918964331837780531991231332352.0000,3981799309684153657847983634382848.0000,2116554412775.0742,1370729834776.8308,606846623669418127785984.0000,30562100593593623694143448416256.0000,531093759775293767680.0000,5930348.8772,8546720888.8280
2480.4873,1108144288821.8638,13279220160.0290,5132388658803.4453,12865582388.4460,30437104039.2081,609819.7059,4540341.2320,9919200.7477,2019157835.6788,141699.7915,14126.0422,91395.3842
15099744.1979,1301356555802241636253374332555728838999200658893045760.0000,165879721769978308429953033848455747486132635435008.0000,17771901473218268216402566539116414037655750542899378344482828503250834768789504.0000,1626834958963175600650094971328552065488420736357978796894191616.0000,19978323610110419046462734162860961049892360274466308096.0000,498683677777264768.0000,9824121086566541033472.0000,4023822737166032000391423418056048640.0000,2289027310833944724533960636036015954497471481118720.0000,2968557632051977833688141398016.0000,76891532887.4612,1883551423288290.7500
1590675352.8899,1683913355435992212030852447314254848017431316856955794781716315373568.0000,9452246190703063873968429696032898154231585569599728079964471296.0000,8136283368726124193977067673966578830366480551098397491265190491223913353581027805739256269531540094976.0000,685190618526486513973384263078267255414847430053639492480844811258758990670052982784.0000,4600618917247292971882291334715296356017846683047792599846423093051392.0000,228272475100133453725696.0000,31753894617918865215062016.0000,636876521330285574484708844365994119774561370112.0000,704198726468347897859631559492438413710514561202770928432333193216.0000,42664223968509406284902405556575955582976.0000,64331022084523.7578,763545727595245440.0000
178957559.0476,609934441009238052465508915081323973620455935127322624.0000,2028116256764279417722780608249926659306741226606166016.0000,9310922553573861812933041983327287434496258244123822529609718765335154025524363264000.0000,4196603275452294493002410215400890139235817006909138697976060166799360.0000,6306030887157039314416234581992375510579194266526755560882176.0000,3044370355452349775872.0000,10507917895433531162624.0000,398743464571850608023752292002628108288.0000,261810942848477063157454130517641839970570319747795124224.0000,33260386271732330553081885561454592.0000,290806811634.5624,16900492246372690.0000
15639831.6871,282700265382421047346240770272485148915718185047983915008.0000,198585747579487969895180086102972067383390670509005864960.0000,31236862196719819118929155758806204349681932600997529590602265168327419835992506368.0000,21547319856909666951452453696342365941489912827288121071733047296.0000,2600940994848840115456123499658457680635854554314028613632.0000,22844975108701462528.0000,1555031183203509469184.0000,205415974099030903619108795549831135232.0000,141243959067288887337417480375048222159167111456358400.0000,905522340530515016879737785024512.0000,15480815523.4848,16673081534946858.0000
1754825.1760,23568488097275392509022830592.0000,938752875699306790736386169241600.0000,623460276177690037570658694316383852100167651033088.0000,1844745735649075695556855386176118006480896.0000,58289894559735830499167597542036733952.0000,8206913424825727.0000,30029856715736.9492,84388474960852071481344.0000,71883018644607636626467293595959296.0000,4887900132628435566592.0000,54998273.2857,49503119495.6637
43482.8399,705373262673048192.0000,2171923343052997632.0000,442806813103506799003474853888.0000,33867844152893682091032576.0000,10161010963326632460288.0000,6302713624.1199,599099529.9581,173855711648582.0625,360747723261068378112.0000,11798783708710.5684,477170.9060,6533572.7407
27607.8603,22033891824682810736640.0000,2562726567873935835136.0000,845508324878976443132455759642624.0000,833817926333365277580853248.0000,284590330112198506971136.0000,520795676.5452,4259413693.4973,6321253880566854.0000,8907980166187906498560.0000,76272952061089.2812,473518.1956,20917702.0482
21748.6844,13847165098146648.0000,866958645373.2869,125551257127736983552.0000,6613787026151910400.0000,267586835509457.8438,1298633916.6973,1226037.4510,60596984536.5984,81615121331017.9062,2079207150.2188,117880.0684,84863.6627
6358.7435,2410824236738039.5000,9467548465528946.0000,22674283510999937024.0000,103834574774630.3594,225323030514580.6875,104654007.5508,1481601.1666,7803980136.4020,9326124315128.3047,689028381.7709,8106.8664,534572.1392
1439.5000,3088005.1993,3343934.0784,3943445279.1865,208095318.6728,24752575.4832,16603.9886,11517.7907,262474.8967,11230863.8864,137754.2257,2119.6701,4293.9062
1176.3386,148705.5819,91431.0518,163221.3954,26360.3820,33579.9342,8656.9116,1263.4859,3778.0801,16756.2132,4151.8337,1136.3515,1448.6872
1358.3301,1884673.7790,875172.3870,149382996.3222,30529629.3876,2437734.3863,11752.4838,3711.5241,99433.3893,1546826.5361,73042.6355,1628.8254,2376.8323
1745.3669,9213635.1122,30370053.4663,82698777714.6071,1862628286.2124,480067390.5735,102164.7161,46870.7225,862417.3976,120614917.4822,295908.5338,3729.9186,9884.5997
2484.6239,69979546808.0839,141282826352.9392,449445311975279.3750,559382322416.0887,146258291659.4919,610828.8052,132113.6783,39424012.2430,23679315401.0262,15139145.1702,4233.3309,38200.7338
5432.9250,1418904872829.6958,2354006703323.6050,22598167132827254784.0000,21991519568473708.0000,303435432370009.1250,4649990.1038,4384249.6833,5251252263.9349,33399979354703.7305,484378644.3215,26638.8337,176957.6105
