1822.1676,14659.6929,179013.0759,34686100756015322098547963753136128.0000,121392636690925669580800.0000,6650211046642860092876128256.0000,10924535406111424465862656.0000,2360321926962649.5000,3205559034220.8154,7558697688259595398545408.0000,5064577.7636,86845013.4517,2806709.9482,320275247.2507,18078327157.4850
1804.8713,12416.8352,525340.0823,591582399762988292772300117606997688320.0000,140010181227340290326528.0000,1291032971530268333278494720.0000,106689723039763174076186624.0000,550096863678977600.0000,2072771727275.6289,6651079175511289859223322624.0000,553562.6928,71843826.0840,304790.2251,162974630.5395,75904929017.2518
1640.3428,10072.1312,286524.5657,625572944842304893485056.0000,26932588489311432.0000,2591685932782486814720.0000,192494538730803691520.0000,30914674060591.0977,2354339364.6241,164606996805465728.0000,73453447.9382,24183457.6543,30401062.9567,80984028.3943,21735656.8711
1342.7038,3603.0252,38569.5377,899842963254044786688.0000,228711818731642.4688,342037714593021.5000,316702080001.8198,90303857023.4112,2282563860.6870,52999881395884344.0000,14701107.0358,173759.2307,216167.0846,131760714.1355,13552552.6835
1092.9524,1345.4377,2240.8178,196381620492.8046,31871720.4120,401927974.3942,148553189.1714,1025993.3216,89735.6628,218390002.1229,3086.2692,7410.6097,3360.5666,10532.5169,31353.9360
1073.0631,1156.4327,1464.7942,962645.9634,152009.3757,262754.6149,73346.0791,14161.5062,12552.5610,66746.4281,9002.1972,2494.3552,5221.2535,5934.4778,2631.7358
1072.8848,1172.7495,1750.9919,1583373347.7876,4960000.3967,384799695.6754,32062210.5644,147664.8912,43585.7402,28784889.0984,2981.3997,3115.0020,5090.4762,3841.1135,16774.5033
1136.7036,1753.1896,3185.1757,2736501521443.9360,1249823489.1758,4092353112.6213,994614317.5410,1679658.9258,532710.0405,1179240745.0282,27203.4438,25764.9230,3389.1418,81590.7379,63406.0059
1165.6791,1848.9051,6249.2957,53043698886731856.0000,81296693388.6475,1022947169799.6309,34722746212.0002,38080003.2971,13675629.3854,6287456589026.1123,73404.2964,15541.1941,9553.2162,329770.9994,930848.1986
1317.3508,3877.8498,17805.8536,36467596240975237742592.0000,917180599714642.2500,60171220665380296.0000,10393477708270560.0000,52988402252.7977,215664451.2019,16057393476738330.0000,103347.9068,860519.6689,22285.1175,2117080.6388,13445367.0512
